user_id,trips_per_month,ratio_stay_time_in_home,trip_length,rg_time,rg_quantity,shopping,recreation,restaurant,ratio_of_uninterested_trips,rg4/rg_quantity,k_quantity,random_entropy,location_entropy,OD_entropy,sequence_entropy,distance_from_home_entropy,speed_std_mean,speed_mean_std,speed_std_max,acceleration_std_max,harsh_shift_ratio_std,harsh_steering_ratio_std,harsh_shift_ratio_mean,harsh_steering_ratio_mean,speed_mean,speed_max,over_speed_ratio,over_speed_quantity,junction_over_speed,junction_speed_mean,day_entropy,datetime_entropy,extroversion,openness,neuroticism,conscientiousness
20.0,0.49122899479991694,0.4958511096863736,0.5096866272322998,0.5252679943546615,0.5896815993289655,0.4266057421303891,0.2791104723603085,0.3229826509053624,0.5927292213648522,0.6216472509174145,0.8807970779778823,0.5994485319867773,0.5428597682045581,0.5611277763789487,0.5747598304195355,0.5458510022315145,0.4965246018245147,0.4461054145824903,0.6246416460366663,0.2313553282887512,0.22902063092926409,0.26606788445609947,0.19097393562070913,0.3105388247224758,0.607960592536542,0.6137593062186613,0.5236496392624866,0.6033934671036879,0.7028867028235618,0.6715763917123023,0.5402874693052642,0.5005834200029757,3.640415190798277,4.919220459481483,2.795228266460971,4.764096988965482
