user_id,trips_per_month,ratio_stay_time_in_home,trip_length,rg_time,rg_quantity,shopping,recreation,restaurant,ratio_of_uninterested_trips,rg4/rg_quantity,k_quantity,random_entropy,location_entropy,OD_entropy,sequence_entropy,distance_from_home_entropy,speed_std_mean,speed_mean_std,speed_std_max,acceleration_std_max,harsh_shift_ratio_std,harsh_steering_ratio_std,harsh_shift_ratio_mean,harsh_steering_ratio_mean,speed_mean,speed_max,over_speed_ratio,over_speed_quantity,junction_over_speed,junction_speed_mean,day_entropy,datetime_entropy,extroversion,openness,neuroticism,conscientiousness
20.0,0.34993790783493167,0.5492717804740075,0.5212802677217268,0.546542396128638,0.6123553703849459,0.4300937940827281,0.2734158556748124,0.3116628167026746,0.6588927210047238,0.6285780622239898,0.6852009766653157,0.4066201640474655,0.4820137425370435,0.40690479835224946,0.5004552613415172,0.5065994350516299,0.4789618150883382,0.47913909545819644,0.45735744173828724,0.2313553282887512,0.22656832251738485,0.2491826713477421,0.1866926627319545,0.2998433364460206,0.5911695857038071,0.620391821292558,0.5292481098814842,0.6051436520356513,0.7071363342997095,0.675195976366098,0.5871741044702443,0.6516893594074014,3.594560189004465,4.275265161223935,2.609100673616675,4.967148943456953
