userid,checkin_time,checkout_time,sp_lat,sp_lon,stay_duration,sp_week_day,cluster_label,cluster_lat,cluster_lon,speed_mean,speed_std,speed_max,acceleration_std,harsh_acceleration,harsh_breaking,harsh_steering,harsh_acceleration_ratio,harsh_breaking_ratio,harsh_steering_ratio,over_speed,over_speed_ratio,junction_over_speed,junction_speed_mean,fatigue_driving
20,2019-04-01 22:42:05,2019-04-02 19:09:30,22.570792,113.86387,0 days 20:27:25,1,1,22.57086720000001,113.8639100727273,8.202465352613972,4.06808499983886,14.717161454545172,0.3785301775792629,1,0,2,0.008130081300813,0.0,0.016260162601626,0,0.0,0.6666666666666666,7.647017541895683,0
20,2019-04-05 13:07:24,2019-04-05 21:31:50,22.569043,113.895008,0 days 08:24:26,4,0,22.56868187804879,113.8951422764228,7.718364728110741,5.194145175420919,19.34429144010496,0.4825600729237219,0,0,1,0.0,0.0,0.0081967213114754,0,0.0,0.0,0.0,0
20,2019-04-08 13:48:28,2019-04-08 14:08:58,22.564492,113.884255,0 days 00:20:30,0,-1,22.564492,113.884255,7.815078535124746,3.864479259015398,16.13024604091144,0.4876902284864061,0,1,2,0.0,0.0111111111111111,0.0222222222222222,0,0.0,0.0,0.0,0
20,2019-04-08 14:25:34,2019-04-08 22:50:48,22.569095,113.89498799999998,0 days 08:25:14,0,0,22.56868187804879,113.8951422764228,5.298506155915811,3.920287784550816,16.439390550289257,0.4040189625928339,0,1,3,0.0,0.0077519379844961,0.0232558139534883,0,0.0,0.0,4.201189386462867,0
20,2019-04-08 23:02:24,2019-04-09 08:18:38,22.57079,113.863823,0 days 09:16:14,1,1,22.57086720000001,113.8639100727273,8.439791109948493,4.712903250262783,19.688241682725195,0.4110239764537844,0,0,4,0.0,0.0,0.0327868852459016,0,0.0,0.5,8.724154957036092,0
20,2019-04-09 08:35:00,2019-04-09 18:56:59,22.56888,113.895137,0 days 10:21:59,1,0,22.56868187804879,113.8951422764228,7.999328131308039,4.960959996477676,19.46345009425191,0.5346938879192166,0,2,2,0.0,0.017094017094017,0.017094017094017,0,0.0,0.0,4.705038652058207,0
20,2019-04-10 08:56:06,2019-04-10 19:13:20,22.568858,113.895142,0 days 10:17:14,2,0,22.56868187804879,113.8951422764228,6.403373917674287,4.544659032041445,16.60939953622995,0.3945792797632751,0,0,6,0.0,0.0,0.0413793103448275,0,0.0,0.0,5.361292608473393,0
20,2019-04-10 19:33:59,2019-04-11 08:12:40,22.570957,113.864045,0 days 12:38:41,3,1,22.57086720000001,113.8639100727273,6.244259527144943,3.921628137668396,14.901893455783568,0.3037020046507253,0,0,3,0.0,0.0,0.01875,0,0.0,0.4,6.329972105366503,0
20,2019-04-11 12:08:13,2019-04-11 13:01:00,22.730848,114.272923,0 days 00:52:47,3,-1,22.730848,114.272923,10.008532793157856,6.4580803940405085,25.575472197276994,0.325519758145556,0,1,37,0.0,0.0005530973451327,0.0204646017699115,55,0.0304203539823008,0.3333333333333333,5.967097911080878,0
20,2019-04-11 18:07:33,2019-04-15 08:22:16,22.570932,113.863878,3 days 14:14:43,0,1,22.57086720000001,113.8639100727273,8.628253034629493,4.598866552978508,19.598380402684192,0.3150921454274285,0,0,2,0.0,0.0,0.0066889632107023,0,0.0,0.0,5.524129895679575,0
