userid,checkin_time,checkout_time,sp_lat,sp_lon,stay_duration,sp_week_day,cluster_label,cluster_lat,cluster_lon,speed_mean,speed_std,speed_max,acceleration_std,harsh_acceleration,harsh_breaking,harsh_steering,harsh_acceleration_ratio,harsh_breaking_ratio,harsh_steering_ratio,over_speed,over_speed_ratio,junction_over_speed,junction_speed_mean,fatigue_driving
20,2019-04-15 12:16:13,2019-04-15 16:15:39,22.546655,114.063903,0 days 03:59:26,0,-1,22.546655,114.063903,14.489565058520116,6.310190935819854,23.41064008987197,0.32002687225291243,0,2,6,0.0,0.006535947712418301,0.0196078431372549,7,0.02287581699346405,0.0,2.23719772325227,0
20,2019-04-15 16:24:08,2019-04-15 17:44:01,22.545723,114.050008,0 days 01:19:53,0,-1,22.545723,114.050008,5.848068636627668,3.748687425925579,14.16417407972368,0.5190969625102826,0,0,4,0.0,0.0,0.047619047619047616,0,0.0,0.0,0.0,0
20,2019-04-15 18:52:59,2019-04-16 11:44:17,22.570593,113.863868,0 days 16:51:18,1,1,22.57086720000001,113.8639100727273,8.984665389055722,6.3253466497939845,21.48380468573532,0.32065645411710975,0,0,17,0.0,0.0,0.030249110320284697,0,0.0,0.0,4.108117548491515,0
20,2019-04-16 12:09:12,2019-04-16 16:36:42,22.569135,113.895,0 days 04:27:30,1,0,22.56868187804879,113.8951422764228,6.315512346964816,5.290443058462991,25.562672010600945,0.69787416363886,1,2,5,0.00641025641025641,0.01282051282051282,0.03205128205128205,1,0.00641025641025641,0.3333333333333333,5.567742979481785,0
20,2019-04-16 17:05:14,2019-04-16 19:38:30,22.570977,113.863938,0 days 02:33:16,1,1,22.57086720000001,113.8639100727273,5.068530182091302,4.829495595952113,19.43644086923073,0.3252978778750832,0,0,4,0.0,0.0,0.018433179723502304,0,0.0,0.0,3.074459622002908,0
20,2019-04-16 19:54:42,2019-04-16 21:37:29,22.568945000000006,113.895305,0 days 01:42:47,1,0,22.56868187804879,113.8951422764228,6.706650107465883,4.815528886982627,18.22015867922468,0.4526378774431145,0,0,3,0.0,0.0,0.024,0,0.0,0.5,9.357972848770936,0
20,2019-04-16 21:51:06,2019-04-17 08:51:47,22.5707,113.863832,0 days 11:00:41,2,1,22.57086720000001,113.8639100727273,7.474265635628432,4.569317219492293,19.22627859175469,0.3900450400853134,0,0,4,0.0,0.0,0.03076923076923077,0,0.0,0.0,3.0418191988937022,0
20,2019-04-17 09:16:37,2019-04-17 10:23:33,22.644913,113.857112,0 days 01:06:56,2,2,22.64446116666667,113.85613316666668,9.09798571873618,5.19454748101019,18.28317137798887,0.4402917899015931,0,1,13,0.0,0.004347826086956522,0.05652173913043478,0,0.0,0.5,8.735671325893525,0
20,2019-04-17 10:48:53,2019-04-17 21:43:46,22.569062,113.894973,0 days 10:54:53,2,0,22.56868187804879,113.8951422764228,9.71609646080626,6.589204834066091,22.350605516096657,0.3502320681834895,0,0,3,0.0,0.0,0.012448132780082987,1,0.004149377593360996,0.75,9.19464128348652,0
20,2019-04-17 22:01:08,2019-04-18 13:35:11,22.570873,113.86397,0 days 15:34:03,3,1,22.57086720000001,113.8639100727273,6.591117517311587,4.023349449901468,19.06176643124067,0.417461792111492,1,1,2,0.005780346820809248,0.005780346820809248,0.011560693641618497,0,0.0,0.5,6.746431617270748,0
20,2019-04-18 13:53:21,2019-04-18 22:43:25,22.568947,113.895175,0 days 08:50:04,3,0,22.56868187804879,113.8951422764228,7.0648162838550475,5.169461270647065,17.99893861181754,0.4885608929003694,0,1,4,0.0,0.007751937984496124,0.031007751937984496,0,0.0,0.3333333333333333,5.350006516548597,0
20,2019-04-18 22:58:29,2019-04-19 14:08:42,22.570908,113.863988,0 days 15:10:13,4,1,22.57086720000001,113.8639100727273,7.011200117123575,4.2371255203653,15.606350158281222,0.32857294221661393,0,0,3,0.0,0.0,0.018867924528301886,0,0.0,0.4,5.936323159618974,0
20,2019-04-19 14:31:13,2019-04-19 19:00:31,22.56915,113.894895,0 days 04:29:18,4,0,22.56868187804879,113.8951422764228,5.662442582392382,4.291661542173077,16.807997297456886,0.3533313001240432,0,0,4,0.0,0.0,0.023121387283236993,0,0.0,0.0,3.37992637821091,0
20,2019-04-19 19:28:42,2019-04-21 10:38:19,22.57101,113.863938,1 days 15:09:37,6,1,22.57086720000001,113.8639100727273,4.446757332242697,3.5237486497860355,13.864902260533553,0.28905569489314675,0,0,5,0.0,0.0,0.023696682464454975,0,0.0,0.0,3.996646785905307,0
