name,node_id,osm_node_id,osm_highway,zone_id,ctrl_type,node_type,activity_type,is_boundary,x_coord,y_coord,main_node_id,poi_id,notes
,551,310170646,,,0,,,,113.92738429999999,22.497643399999998,,,
,552,310170659,,,0,,,,113.9253774,22.4964399,,,
,561,348390903,,,0,,,,114.12276229999999,22.5559732,,,
,562,348390909,,,0,,,,114.12200320000001,22.5545146,,,
,563,348390918,,,0,,,,114.121173,22.5525985,,,
,564,348390923,,,0,,,,114.12072759999998,22.5520061,,,
,565,348392309,,,0,,,,114.1198148,22.5520204,,,
,566,348392317,,,0,,,,114.11835409999999,22.5519155,,,
,567,348394489,,,0,,,,114.1199,22.55558,,,
,568,348394502,,,0,,,,114.12420359999999,22.5544764,,,
,571,348403005,,,0,,,,114.1179832,22.5512182,,,
,572,348403007,,,0,,,,114.1177113,22.5510543,,,
,573,348404864,,,0,,,,114.11874159999999,22.5570987,,,
,574,348404867,,,0,,,,114.1181173,22.5586711,,,
,576,348406481,,,0,,,,114.11461570000002,22.550432999999998,,,
,578,348410156,,,0,,,,114.11323490000002,22.5499482,,,
,583,348416119,,,0,,,,114.1218983,22.547177100000003,,,
,592,348429259,,,0,,,,114.1139828,22.5474985,,,
,593,348430504,,,0,,,,114.1247642,22.5538349,,,
,594,348437757,,,0,,,,114.11477020000001,22.5461557,,,
,595,348443137,,,0,,,,114.12024009999999,22.5445572,,,
,598,349120843,,,0,,,,114.11808570000001,22.543612399999997,,,
,599,349121085,,,0,,,,114.12399779999998,22.5464667,,,
,600,349132274,,,0,,,,114.1240154,22.542890399999997,,,
,601,349132281,,,0,,,,114.1198679,22.545984,,,
,602,349132362,,,0,,,,114.1180925,22.552607899999998,,,
,603,349132364,,,0,,,,114.11860959999998,22.5537147,,,
,604,349204620,,,0,,,,114.1118821,22.552622500000002,,,
,605,349204629,,,0,,,,114.11384679999999,22.5519038,,,
,607,349237387,,,0,,,,114.10805309999999,22.555836499999998,,,
,608,349237389,,,0,,,,114.1041321,22.556923,,,
,609,349237395,,,0,,,,114.1049571,22.556345999999998,,,
,610,349237417,,,0,,,,114.10945770000001,22.5585595,,,
,611,349237450,,,0,,,,114.108277,22.555599899999997,,,
,612,349237453,,,0,,,,114.1079524,22.5558895,,,
,613,349237456,,,0,,,,114.1082785,22.5563245,,,
,614,349237484,,,0,,,,114.10049240000001,22.5519837,,,
,615,349237486,,,0,,,,114.10092409999999,22.553171,,,
,616,349237516,,,0,,,,114.10041559999999,22.5501124,,,
,617,349237518,,,0,,,,114.10256740000001,22.5556637,,,
,618,349237519,,,0,,,,114.10062450000001,22.5551176,,,
,628,352965797,,,0,,,,114.0387881,22.5254015,,,
,633,409381098,,,0,,,,114.0568159,22.5672367,,,
,634,409381108,,,0,,,,114.0531937,22.5684385,,,
,635,409381192,,,0,,,,114.06717659999998,22.5644066,,,
,637,409391960,,,0,,,,114.0551493,22.5184954,,,
,638,409391961,,,0,,,,114.058361,22.5195872,,,
,639,409391968,,,0,,,,114.05895600000001,22.5184802,,,
,640,409391970,,,0,,,,114.05932709999999,22.5178725,,,
,642,409391983,,,0,,,,114.0580905,22.5179267,,,
,689,498491761,,,0,,,,114.01541040000001,22.534040100000002,,,
,699,498493318,,,0,,,,114.0143366,22.5346984,,,
,780,498877557,,,0,,,,114.01958789999999,22.5316625,,,
,786,498877613,,,0,,,,114.029379,22.5300921,,,
,787,498877620,,,0,,,,114.0403131,22.522091,,,
,789,498877630,,,0,,,,114.0356845,22.524639399999998,,,
,814,499256255,,,0,,,,114.0498479,22.5317109,,,
,849,499478618,,,0,,,,114.0359335,22.540345199999997,,,
,850,499478620,,,0,,,,114.03591920000001,22.5405513,,,
,851,499478622,,,0,,,,114.04103429999999,22.539975,,,
,852,499478623,,,0,,,,114.0410229,22.540221600000002,,,
,853,499478625,,,0,,,,114.04100190000001,22.5406806,,,
,854,499478640,,,0,,,,114.03825330000001,22.540426800000002,,,
,855,499478641,,,0,,,,114.038219,22.5400622,,,
,856,499478643,,,0,,,,114.0370345,22.5403238,,,
,857,499478669,,,0,,,,114.03901090000002,22.5402387,,,
,858,499478676,,,0,,,,114.0361206,22.540177,,,
,861,499478719,,,0,,,,114.0326486,22.5400225,,,
,862,499478720,,,0,,,,114.03463359999999,22.5403435,,,
,863,499478721,,,0,,,,114.03573700000001,22.540521899999998,,,
,864,499478730,,,0,,,,114.0380044,22.540831100000002,,,
,964,500020991,,,0,,,,114.06315259999998,22.5296909,,,
,984,503304465,,,0,,,,114.06276559999999,22.5229418,,,
,996,503466502,,,0,,,,114.05689850000002,22.528209,,,
,1002,503467243,,,0,,,,114.05669070000002,22.530108399999996,,,
,1040,513658814,,,0,,,,114.0818409,22.535338199999998,,,
,1043,513658823,,,0,,,,114.0820716,22.5346733,,,
,1061,528737491,,,0,,,,114.08447199999999,22.5371688,,,
,1142,564001616,,,0,,,,114.0990676,22.5383803,,,
,1144,564001727,,,0,,,,114.09953519999999,22.540253,,,
,1147,564001829,,,0,,,,114.1004768,22.5474801,,,
,1148,564001846,,,0,,,,114.10153190000001,22.5478359,,,
,1150,564001902,,,0,,,,114.10293670000001,22.5490854,,,
,1181,564083714,,,0,,,,114.0516858,22.562681899999998,,,
,1256,564726131,,,0,,,,114.11780279999999,22.558756600000002,,,
,1259,564726203,,,0,,,,114.10146399999999,22.557961399999996,,,
,1278,567623234,,,0,,,,114.118723,22.5627381,,,
,1287,581061181,,,0,,,,114.0849075,22.563802,,,
,1386,582492849,,,0,,,,114.02387709999999,22.5555075,,,
,1387,582492998,,,0,,,,114.02229409999998,22.555680399999996,,,
,1395,587646942,,,0,,,,114.05005109999999,22.630790899999997,,,
,1413,587649432,,,0,,,,114.0421521,22.626693300000003,,,
,1414,587649433,,,0,,,,114.04139109999998,22.626672199999998,,,
,1415,587649434,,,0,,,,114.0404273,22.6266455,,,
,1416,587649435,,,0,,,,114.0421414,22.626237699999997,,,
,1417,587649436,,,0,,,,114.04142240000002,22.6262254,,,
,1418,587649437,,,0,,,,114.0407666,22.6262142,,,
,1419,587649438,,,0,,,,114.04139029999999,22.6271147,,,
,1420,587649440,,,0,,,,114.04137970000001,22.6275647,,,
,1421,587649441,,,0,,,,114.03999350000001,22.626488100000003,,,
,1422,587649442,,,0,,,,114.0408642,22.625356399999998,,,
,1423,587649443,,,0,,,,114.03924170000002,22.626205399999996,,,
,1424,587649444,,,0,,,,114.0398205,22.6260316,,,
,1425,587649447,,,0,,,,114.0365332,22.6256253,,,
,1426,587649448,,,0,,,,114.0372195,22.6257614,,,
,1427,587649449,,,0,,,,114.0401246,22.6275407,,,
,1428,587649450,,,0,,,,114.04007709999999,22.6270908,,,
,1429,587649464,,,0,,,,114.0378156,22.625139800000003,,,
,1430,587649465,,,0,,,,114.0421736,22.627129,,,
,1431,587649469,,,0,,,,114.03566119999999,22.623247,,,
,1432,587649503,,,0,,,,114.0367341,22.6265546,,,
,1433,587649505,,,0,,,,114.0368027,22.6273867,,,
,1434,587649508,,,0,,,,114.0366923,22.6279477,,,
,1435,587649509,,,0,,,,114.03844,22.626237699999997,,,
,1436,587649510,,,0,,,,114.0387636,22.6257895,,,
,1437,587649511,,,0,,,,114.03886909999999,22.6270498,,,
,1438,587649524,,,0,,,,114.03726440000001,22.6265345,,,
,1439,587649532,,,0,,,,114.03785159999998,22.6258533,,,
,1440,587649538,,,0,,,,114.03871029999999,22.626488600000002,,,
,1441,587649541,,,0,,,,114.0389575,22.6275925,,,
,1442,587649552,,,0,,,,114.03606380000001,22.6265391,,,
,1444,587649559,,,0,,,,114.0358893,22.627119699999998,,,
,1445,587649597,,,0,,,,114.03951880000001,22.6275246,,,
,1446,587649598,,,0,,,,114.03957720000001,22.6280797,,,
,1447,587649599,,,0,,,,114.0396628,22.6285932,,,
,1448,587649611,,,0,,,,114.0392925,22.629535600000004,,,
,1450,587649621,,,0,,,,114.04068219999999,22.6286085,,,
,1451,587649622,,,0,,,,114.03910520000001,22.628654100000002,,,
,1452,587649625,,,0,,,,114.0399527,22.629832500000003,,,
,1453,587649627,,,0,,,,114.03878329999999,22.6293176,,,
,1454,587649634,,,0,,,,114.04201270000002,22.627554800000002,,,
,1455,587649662,,,0,,,,114.0400828,22.6328533,,,
,1456,587650481,,,0,,,,114.0376621,22.6234896,,,
,1457,587650482,,,0,,,,114.0374144,22.623834,,,
,1458,587650483,,,0,,,,114.03719540000002,22.6241383,,,
,1459,587650485,,,0,,,,114.03719540000002,22.6243363,,,
,1460,587650486,,,0,,,,114.03718300000001,22.6245541,,,
,1461,587650488,,,0,,,,114.0371632,22.6249008,,,
,1462,587650490,,,0,,,,114.0357041,22.625425699999997,,,
,1463,587650497,,,0,,,,114.0356521,22.624534399999998,,,
,1464,587650498,,,0,,,,114.03565520000001,22.6240889,,,
,1465,587650499,,,0,,,,114.03565829999998,22.623653100000002,,,
,1466,587650501,,,0,,,,114.03567190000001,22.623029100000004,,,
,1467,587650512,,,0,,,,114.03979209999999,22.625985699999998,,,
,1468,587650513,,,0,,,,114.04064129999999,22.624861,,,
,1469,587650515,,,0,,,,114.03950449999999,22.6256415,,,
,1470,587650517,,,0,,,,114.0398386,22.6251805,,,
,1471,587650518,,,0,,,,114.0401861,22.6247012,,,
,1472,587650522,,,0,,,,114.03757379999999,22.6239923,,,
,1473,587650529,,,0,,,,114.03866609999999,22.6247494,,,
,1474,587650534,,,0,,,,114.0385156,22.625167,,,
,1475,587650535,,,0,,,,114.0378979,22.623697600000003,,,
,1476,587650541,,,0,,,,114.04096129999999,22.628612699999998,,,
,1477,587650542,,,0,,,,114.0409827,22.6275647,,,
,1497,587656393,traffic_signals,,1,,,,114.0313821,22.678087899999998,,,
,1511,587736032,,,0,,,,114.0135878,22.665416600000004,,,
,1519,587739009,,,0,,,,114.0343041,22.6250999,,,
,1520,587739010,,,0,,,,114.034392,22.625131600000003,,,
,1611,587869750,,,0,,,,114.1970659,22.6423796,,,
,1612,587869797,,,0,,,,114.19717340000001,22.6441324,,,
,1613,587869805,,,0,,,,114.1965527,22.6440367,,,
,1614,587869806,,,0,,,,114.19579180000001,22.6438862,,,
,1615,587869818,,,0,,,,114.19554369999999,22.643492000000002,,,
,1616,587869819,,,0,,,,114.1966037,22.6436913,,,
,1617,587869823,,,0,,,,114.1971413,22.643795800000003,,,
,1618,587869834,,,0,,,,114.1978157,22.643538,,,
,1619,587869848,,,0,,,,114.197667,22.6424095,,,
,1620,587869859,,,0,,,,114.19633789999999,22.6431962,,,
,1621,587869863,,,0,,,,114.19717340000001,22.644607699999998,,,
,1622,587869870,,,0,,,,114.1955912,22.6443022,,,
,1623,587869875,,,0,,,,114.19642479999999,22.6444883,,,
,1624,587869891,,,0,,,,114.19742020000001,22.6432215,,,
,1625,587869908,,,0,,,,114.19667120000001,22.6432625,,,
,1626,587869925,,,0,,,,114.1925591,22.6441486,,,
,1627,587869943,,,0,,,,114.1954409,22.6448104,,,
,1628,587870096,,,0,,,,114.19734509999999,22.642766,,,
,1629,587870121,,,0,,,,114.19683959999999,22.643296,,,
,1637,588107210,,,0,,,,114.1600695,22.632010100000002,,,
,1639,588114320,,,0,,,,114.1899991,22.6438259,,,
,1640,588114340,,,0,,,,114.1791074,22.6381492,,,
,1641,588114449,,,0,,,,114.16328200000001,22.634315700000002,,,
,1700,595706818,,,0,,,,114.04470320000001,22.649679100000004,,,
,1702,595706829,,,0,,,,114.0461097,22.6471405,,,
,1710,598143419,,,0,,,,114.06650359999999,22.627860199999997,,,
,1711,598143420,,,0,,,,114.0663378,22.6285787,,,
,1712,598143422,,,0,,,,114.0658509,22.6295978,,,
,1713,598143423,,,0,,,,114.06745330000001,22.6280776,,,
,1714,598143424,,,0,,,,114.067226,22.6280256,,,
,1715,598143425,,,0,,,,114.06619930000001,22.6277834,,,
,1716,598143426,,,0,,,,114.0665091,22.628612300000004,,,
,1717,598143428,,,0,,,,114.06662709999999,22.6295432,,,
,1718,598143429,,,0,,,,114.0597178,22.6245125,,,
,1719,598143441,,,0,,,,114.06415990000002,22.626087899999998,,,
,1740,598147874,,,0,,,,114.10530459999998,22.6036052,,,
,1741,598147882,,,0,,,,114.10379250000001,22.603858499999998,,,
,1742,598147883,,,0,,,,114.10559429999999,22.6034566,,,
,1743,598147884,,,0,,,,114.1052739,22.6034236,,,
,1744,598147885,,,0,,,,114.10610929999999,22.6034368,,,
,1745,598147886,,,0,,,,114.1062487,22.6026444,,,
,1746,598147888,,,0,,,,114.1065696,22.6022661,,,
,1748,598147902,,,0,,,,114.10687479999999,22.6023302,,,
,1749,598147906,,,0,,,,114.10531780000001,22.6036662,,,
,1750,598147907,,,0,,,,114.10560500000001,22.6035755,,,
,1751,598147915,,,0,,,,114.1001408,22.604138199999998,,,
,1752,598147916,,,0,,,,114.1005113,22.6044245,,,
,1753,598147917,,,0,,,,114.10097169999999,22.6047803,,,
,1754,598147918,,,0,,,,114.1013993,22.605110699999997,,,
,1755,598147925,,,0,,,,114.1036608,22.6041238,,,
,1756,598147926,,,0,,,,114.10401709999998,22.604249,,,
,1757,598147927,,,0,,,,114.10445700000001,22.6042193,,,
,1758,598147928,,,0,,,,114.10540120000002,22.6040509,,,
,1759,598147949,,,0,,,,114.1058388,22.602339999999998,,,
,1760,598147969,,,0,,,,114.10381329999998,22.6047541,,,
,1761,598147993,,,0,,,,114.10342469999999,22.6046,,,
,1762,598147994,,,0,,,,114.1018606,22.6032585,,,
,1763,598147996,,,0,,,,114.102043,22.603545800000003,,,
,1764,598147997,,,0,,,,114.10173190000002,22.602902,,,
,1765,598147999,,,0,,,,114.1012006,22.6032225,,,
,1766,598148000,,,0,,,,114.1008497,22.6035228,,,
,1767,598148001,,,0,,,,114.1004874,22.603832999999998,,,
,1768,598148015,,,0,,,,114.1015909,22.604705300000003,,,
,1769,598148016,,,0,,,,114.10178909999998,22.6042857,,,
,1770,598148023,,,0,,,,114.10350079999999,22.604446499999998,,,
,1771,598148024,,,0,,,,114.1014007,22.6039703,,,
,1772,598148025,,,0,,,,114.1017426,22.6036745,,,
,1773,598148028,,,0,,,,114.103191,22.6050711,,,
,1774,598148029,,,0,,,,114.1039645,22.6035116,,,
,1775,598148030,,,0,,,,114.1040601,22.6031397,,,
,1776,598148031,,,0,,,,114.1041459,22.602773199999998,,,
,1777,598148034,,,0,,,,114.10242930000001,22.6034665,,,
,1778,598148036,,,0,,,,114.1027385,22.603148100000002,,,
,1779,598148037,,,0,,,,114.1030956,22.602753,,,
,1780,598148046,,,0,,,,114.1052188,22.6030109,,,
,1781,598148048,,,0,,,,114.10310520000002,22.6033081,,,
,1782,598148049,,,0,,,,114.10345530000001,22.603275399999998,,,
,1783,598148051,,,0,,,,114.10274040000002,22.6009408,,,
,1784,598148059,,,0,,,,114.103191,22.601564800000002,,,
,1785,598148060,,,0,,,,114.1042592,22.6016725,,,
,1786,598148064,,,0,,,,114.1054994,22.6020878,,,
,1787,598148065,,,0,,,,114.10623980000001,22.601199899999997,,,
,1788,598148067,,,0,,,,114.10543030000001,22.602227199999998,,,
,1789,598148069,,,0,,,,114.10531529999999,22.6026345,,,
,1790,598148085,,,0,,,,114.10309450000001,22.6023572,,,
,1791,598148086,,,0,,,,114.10314640000001,22.6019311,,,
,1792,598148087,,,0,,,,114.1042199,22.6020708,,,
,1793,598148088,,,0,,,,114.10445779999999,22.602529999999998,,,
,1794,598148089,,,0,,,,114.1041781,22.602495899999997,,,
,1795,598148090,,,0,,,,114.10393300000001,22.6024645,,,
,1796,598148105,,,0,,,,114.10400770000001,22.600912,,,
,1797,598148106,,,0,,,,114.1041945,22.6001649,,,
,1798,598148107,,,0,,,,114.1042906,22.5997808,,,
,1799,598148109,,,0,,,,114.1037231,22.5992745,,,
,1800,598148115,,,0,,,,114.1021396,22.599465,,,
,1801,598148120,,,0,,,,114.1016142,22.600793200000002,,,
,1802,598148121,,,0,,,,114.10162530000001,22.6008969,,,
,1803,598148122,,,0,,,,114.1032983,22.600822,,,
,1804,598148123,,,0,,,,114.10343190000002,22.6003352,,,
,1805,598148124,,,0,,,,114.1035227,22.6000045,,,
,1806,598148125,,,0,,,,114.1036243,22.599634299999998,,,
,1807,598148130,,,0,,,,114.10234960000001,22.599823899999997,,,
,1808,598148141,,,0,,,,114.1025364,22.6001431,,,
,1809,598148151,,,0,,,,114.10197820000002,22.6009108,,,
,1810,598148172,,,0,,,,114.102726,22.6004672,,,
,1811,598148176,,,0,,,,114.102354,22.600925600000004,,,
,1812,598148180,,,0,,,,114.10310520000002,22.6011686,,,
,1813,598148181,,,0,,,,114.10429609999998,22.6012974,,,
,1814,598148182,,,0,,,,114.10436840000001,22.6009387,,,
,1815,598148183,,,0,,,,114.10293349999999,22.600822,,,
,1818,598148210,,,0,,,,114.1058817,22.6011262,,,
,1821,598153431,,,0,,,,114.16033689999999,22.563803699999998,,,
,1822,598153432,,,0,,,,114.1612061,22.563812699999996,,,
,1823,598153435,,,0,,,,114.1603257,22.564275600000002,,,
,1824,598153437,,,0,,,,114.15737240000001,22.5641943,,,
,1826,598153443,,,0,,,,114.15844560000001,22.5667072,,,
,1827,598153445,,,0,,,,114.1573832,22.566682,,,
,1830,598153453,,,0,,,,114.1584189,22.5653299,,,
,1831,598153456,,,0,,,,114.16134540000002,22.569649,,,
,1833,598153465,,,0,,,,114.16032620000001,22.56312,,,
,1834,598153466,,,0,,,,114.1594102,22.5630979,,,
,1835,598153467,,,0,,,,114.1584487,22.5630746,,,
,1836,598153468,,,0,,,,114.1574702,22.563055399999996,,,
,1837,598153469,,,0,,,,114.16033689999999,22.5636649,,,
,1838,598153470,,,0,,,,114.1594067,22.5636425,,,
,1839,598153471,,,0,,,,114.1584483,22.5636194,,,
,1840,598153472,,,0,,,,114.15746029999998,22.563613699999998,,,
,1841,598153473,,,0,,,,114.15845929999999,22.5624215,,,
,1842,598153474,,,0,,,,114.16119520000001,22.5641504,,,
,1843,598153475,,,0,,,,114.16121979999998,22.563387,,,
,1844,598153481,,,0,,,,114.1603315,22.563387300000002,,,
,1848,598153513,,,0,,,,114.15767620000001,22.562416600000002,,,
,1849,598153517,,,0,,,,114.1594035,22.5641207,,,
,1857,598153542,,,0,,,,114.1573835,22.568321899999997,,,
,1862,598153589,,,0,,,,114.15641670000001,22.560391199999998,,,
,1865,598153605,,,0,,,,114.1742761,22.5624438,,,
,1869,598161550,,,0,,,,114.17231029999999,22.5676477,,,
,1870,598161551,,,0,,,,114.1719027,22.5676477,,,
,1871,598161552,,,0,,,,114.16705590000001,22.569708,,,
,1872,598161553,,,0,,,,114.16939209999998,22.569708399999996,,,
,1873,598161558,,,0,,,,114.1718169,22.5684339,,,
,1874,598161560,,,0,,,,114.17151640000002,22.568430399999997,,,
,1875,598161561,,,0,,,,114.17231029999999,22.568430399999997,,,
,1876,598161562,,,0,,,,114.1670239,22.571633,,,
,1877,598161563,,,0,,,,114.16710900000001,22.566780800000004,,,
,1880,598161572,,,0,,,,114.1698105,22.569480600000002,,,
,1881,598161574,,,0,,,,114.16977959999998,22.569248100000003,,,
,1882,598161575,,,0,,,,114.17005149999999,22.568769699999997,,,
,1883,598161576,,,0,,,,114.1704577,22.568003100000002,,,
,1884,598161577,,,0,,,,114.1705936,22.567763600000003,,,
,1885,598161580,,,0,,,,114.17124820000001,22.5672139,,,
,1886,598161582,,,0,,,,114.1719028,22.5672183,,,
,1887,598161584,,,0,,,,114.17231029999999,22.5672217,,,
,1888,598161597,,,0,,,,114.1712377,22.5680171,,,
,1889,598161599,,,0,,,,114.17123740000001,22.567772,,,
,1890,598161606,,,0,,,,114.1707761,22.5680141,,,
,1891,598161608,,,0,,,,114.17190259999998,22.5680214,,,
,1892,598161609,,,0,,,,114.1722889,22.5680242,,,
,1893,598161610,,,0,,,,114.1718982,22.566907699999998,,,
,1894,598161611,,,0,,,,114.17237469999999,22.565834699999996,,,
,1895,598161612,,,0,,,,114.17214950000002,22.5658326,,,
,1896,598161613,,,0,,,,114.1719028,22.565830300000002,,,
,1897,598161616,,,0,,,,114.1719027,22.566569,,,
,1898,598161617,,,0,,,,114.1721387,22.566573499999997,,,
,1899,598161618,,,0,,,,114.17236399999999,22.5665777,,,
,1919,598164694,,,0,,,,114.00327779999999,22.6816079,,,
,1932,598508344,,,0,,,,114.07114909999999,22.5259956,,,
,1938,598723406,,,0,,,,114.0548566,22.5152818,,,
,1940,598723454,,,0,,,,114.05495859999999,22.5150695,,,
,1941,598723461,,,0,,,,114.0552567,22.5144486,,,
,1942,598723467,,,0,,,,114.05545579999999,22.5140063,,,
,1943,598723470,,,0,,,,114.055503,22.513901500000003,,,
,1944,598723474,,,0,,,,114.0561689,22.5124223,,,
,1945,598723484,,,0,,,,114.05626799999999,22.5121774,,,
,1946,598723526,,,0,,,,114.0523863,22.5072562,,,
,1947,598723530,,,0,,,,114.05247309999999,22.5072723,,,
,1948,598723535,,,0,,,,114.05298140000001,22.5114521,,,
,1949,598723538,,,0,,,,114.05255990000002,22.5129236,,,
,1950,598723540,,,0,,,,114.0525213,22.513063600000002,,,
,1951,598723546,,,0,,,,114.05523649999999,22.509254100000003,,,
,1952,598723550,,,0,,,,114.0547317,22.510625100000002,,,
,1953,598723594,,,0,,,,114.04925320000001,22.503915,,,
,1954,598723596,,,0,,,,114.04913229999998,22.5055095,,,
,1955,598723600,,,0,,,,114.04891570000001,22.5081014,,,
,1956,598723632,,,0,,,,114.0512219,22.5036934,,,
,1957,598723637,,,0,,,,114.0509287,22.505710699999998,,,
,1958,598723640,,,0,,,,114.05053649999999,22.5082808,,,
,1959,598723667,,,0,,,,114.04992320000001,22.5124328,,,
,1960,598723678,,,0,,,,114.04549750000001,22.5054862,,,
,1961,598723680,,,0,,,,114.0456365,22.508059699999997,,,
,1962,598723686,,,0,,,,114.0457645,22.5104295,,,
,1963,598723695,,,0,,,,114.0458892,22.5122632,,,
,1964,598723699,,,0,,,,114.04589490000001,22.5123593,,,
,1965,598723707,,,0,,,,114.04723759999999,22.510414100000002,,,
,1966,598723714,traffic_signals,,1,,,,114.0472685,22.5080195,,,
,1967,598723717,,,0,,,,114.04730179999999,22.505439300000003,,,
,1968,598723727,,,0,,,,114.047234,22.510699300000002,,,
,1969,598723729,,,0,,,,114.0472355,22.512250100000003,,,
,1970,598723737,,,0,,,,114.0487021,22.510744100000004,,,
,1971,598723741,,,0,,,,114.04857630000001,22.5122985,,,
,1972,598723745,,,0,,,,114.0485682,22.5123988,,,
,1974,598723768,traffic_signals,,1,,,,114.0447759,22.5141713,,,
,1975,598723789,,,0,,,,114.0485283,22.5141617,,,
,1976,598723806,,,0,,,,114.04474840000002,22.5137857,,,
,1977,598723810,,,0,,,,114.04462190000001,22.5128616,,,
,1978,598723821,,,0,,,,114.0445709,22.5124661,,,
,1979,598723824,,,0,,,,114.04456,22.5123755,,,
,1980,598723832,,,0,,,,114.0443842,22.5108308,,,
,1981,598723845,,,0,,,,114.0437732,22.505778,,,
,1982,598723849,,,0,,,,114.04406180000001,22.508191399999998,,,
,1983,598723852,,,0,,,,114.0443436,22.510548899999996,,,
,1984,598723857,,,0,,,,114.0415501,22.511346399999997,,,
,1985,598723859,,,0,,,,114.041877,22.5128529,,,
,1986,598723860,,,0,,,,114.04189440000002,22.5129446,,,
,1987,598723864,,,0,,,,114.05579420000001,22.5094225,,,
,1988,598723865,,,0,,,,114.0521986,22.5085135,,,
,1989,598723866,,,0,,,,114.052116,22.508498899999996,,,
,1990,598723867,,,0,,,,114.0424575,22.508408600000003,,,
,1991,598723868,,,0,,,,114.0409203,22.508735,,,
,1992,598723872,,,0,,,,114.03938000000001,22.509073100000002,,,
,1993,598723874,,,0,,,,114.03799879999998,22.5093829,,,
,1994,598723876,,,0,,,,114.03614820000001,22.5098304,,,
,1995,598723880,,,0,,,,114.04045729999999,22.5067643,,,
,1996,598723885,,,0,,,,114.0414653,22.5110549,,,
,1997,598723899,,,0,,,,114.0420419,22.5062643,,,
,1998,598723906,,,0,,,,114.0428837,22.5107335,,,
,1999,598723912,,,0,,,,114.0374135,22.507762699999997,,,
,2000,598723917,,,0,,,,114.03880009999999,22.511671600000003,,,
,2001,598723919,,,0,,,,114.0390557,22.5124519,,,
,2002,598723932,,,0,,,,114.0389088,22.5072789,,,
,2003,598723937,,,0,,,,114.03998999999999,22.5113955,,,
,2006,598724152,,,0,,,,114.03694409999999,22.511136399999998,,,
,2008,598724172,,,0,,,,114.05275120000002,22.5060048,,,
,2009,598724174,,,0,,,,114.0526639,22.5059877,,,
,2010,598724184,,,0,,,,114.03536070000001,22.5085049,,,
,2011,598724193,,,0,,,,114.03791399999999,22.5127077,,,
,2015,598724224,,,0,,,,114.0509631,22.5126057,,,
,2022,649484276,,,0,,,,114.0756645,22.534134299999998,,,
,2028,653124782,,,0,,,,114.0011562,22.537180300000003,,,
,2029,653124783,,,0,,,,114.00605049999999,22.5380249,,,
,2030,653124784,,,0,,,,114.00818570000001,22.5383753,,,
