name,t,pvalue,cohen-d
Ratio of uninterested trips,21.306344794906455,1.8568964733254857e-60,2.252150625859194
Ratio of 4-radius of gyration,5.977391900133317,5.511462348709498e-09,0.6318299566854462
Minimum number of extent-dominating locations,6.176696124991275,2.065100961714539e-09,0.6528970678709151
Random entropy,27.792228197951168,3.3729206189933147e-91,2.937729804551024
Location entropy,43.69706297961178,1.814703138627474e-144,4.6189230806622446
OD entropy,34.618537149303414,8.225844580690999e-116,3.659293081832235
Sequence entropy,42.410320935179996,8.630080560847747e-140,4.482910220240537
Distance from home entropy,35.61536292362841,1.739749946892863e-118,3.76466084026893
